device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-06;2025-02;temperatura;;;
sirrosteste_UCS_AMV-06;2025-02;umidade;;;
sirrosteste_UCS_AMV-07;2025-02;eco2;455.0;53.564;0.0
sirrosteste_UCS_AMV-07;2025-02;etvoc;1804.0;745.401;400.0
sirrosteste_UCS_AMV-07;2025-02;luminosidade;46.3;1.298;0.0
sirrosteste_UCS_AMV-07;2025-02;ruido;98.9;55.97;39.8
sirrosteste_UCS_AMV-07;2025-02;temperatura;30.6;27.931;24.4
sirrosteste_UCS_AMV-07;2025-02;umidade;61.9;53.443;37.7
sirrosteste_UCS_AMV-08;2025-02;eco2;;;
sirrosteste_UCS_AMV-08;2025-02;etvoc;;;
sirrosteste_UCS_AMV-08;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-08;2025-02;ruido;;;
sirrosteste_UCS_AMV-08;2025-02;temperatura;;;
sirrosteste_UCS_AMV-08;2025-02;umidade;;;
sirrosteste_UCS_AMV-09;2025-02;eco2;;;
sirrosteste_UCS_AMV-09;2025-02;etvoc;;;
sirrosteste_UCS_AMV-09;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-09;2025-02;ruido;;;
sirrosteste_UCS_AMV-09;2025-02;temperatura;;;
sirrosteste_UCS_AMV-09;2025-02;umidade;;;
sirrosteste_UCS_AMV-10;2025-02;eco2;224.0;7.561;0.0
sirrosteste_UCS_AMV-10;2025-02;etvoc;1573.0;405.694;400.0
sirrosteste_UCS_AMV-10;2025-02;luminosidade;286.5;39.71;0.0
sirrosteste_UCS_AMV-10;2025-02;ruido;108.6;70.859;44.6
sirrosteste_UCS_AMV-10;2025-02;temperatura;37.5;27.202;20.1
sirrosteste_UCS_AMV-10;2025-02;umidade;87.5;62.156;33.0
sirrosteste_UCS_AMV-11;2025-02;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-11;2025-02;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-11;2025-02;luminosidade;9163.8;1157.175;0.0
sirrosteste_UCS_AMV-11;2025-02;ruido;120.0;72.532;45.5
sirrosteste_UCS_AMV-11;2025-02;temperatura;17.8;17.799;17.3
sirrosteste_UCS_AMV-11;2025-02;umidade;76.0;75.999;75.5
sirrosteste_UCS_AMV-12;2025-02;eco2;;;
sirrosteste_UCS_AMV-12;2025-02;etvoc;;;
sirrosteste_UCS_AMV-12;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-12;2025-02;ruido;;;
sirrosteste_UCS_AMV-12;2025-02;temperatura;;;
sirrosteste_UCS_AMV-12;2025-02;umidade;;;
sirrosteste_UCS_AMV-13;2025-02;eco2;;;
sirrosteste_UCS_AMV-13;2025-02;etvoc;;;
sirrosteste_UCS_AMV-13;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-13;2025-02;ruido;;;
sirrosteste_UCS_AMV-13;2025-02;temperatura;;;
sirrosteste_UCS_AMV-13;2025-02;umidade;;;
sirrosteste_UCS_AMV-14;2025-02;eco2;;;
sirrosteste_UCS_AMV-14;2025-02;etvoc;;;
sirrosteste_UCS_AMV-14;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-14;2025-02;ruido;;;
sirrosteste_UCS_AMV-14;2025-02;temperatura;;;
sirrosteste_UCS_AMV-14;2025-02;umidade;;;
sirrosteste_UCS_AMV-15;2025-02;eco2;;;
sirrosteste_UCS_AMV-15;2025-02;etvoc;;;
sirrosteste_UCS_AMV-15;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-15;2025-02;ruido;;;
sirrosteste_UCS_AMV-15;2025-02;temperatura;;;
sirrosteste_UCS_AMV-15;2025-02;umidade;;;
sirrosteste_UCS_AMV-16;2025-02;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-16;2025-02;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-16;2025-02;luminosidade;27306.2;1515.777;0.0
sirrosteste_UCS_AMV-16;2025-02;ruido;120.0;75.588;46.9
sirrosteste_UCS_AMV-16;2025-02;temperatura;42.2;23.86;15.8
sirrosteste_UCS_AMV-16;2025-02;umidade;100.0;82.904;33.6
sirrosteste_UCS_AMV-17;2025-02;eco2;;;
sirrosteste_UCS_AMV-17;2025-02;etvoc;;;
sirrosteste_UCS_AMV-17;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-17;2025-02;ruido;;;
sirrosteste_UCS_AMV-17;2025-02;temperatura;;;
sirrosteste_UCS_AMV-17;2025-02;umidade;;;
sirrosteste_UCS_AMV-18;2025-02;eco2;;;
sirrosteste_UCS_AMV-18;2025-02;etvoc;;;
sirrosteste_UCS_AMV-18;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-18;2025-02;ruido;;;
sirrosteste_UCS_AMV-18;2025-02;temperatura;;;
sirrosteste_UCS_AMV-18;2025-02;umidade;;;
sirrosteste_UCS_AMV-19;2025-02;eco2;;;
sirrosteste_UCS_AMV-19;2025-02;etvoc;;;
sirrosteste_UCS_AMV-19;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-19;2025-02;ruido;;;
sirrosteste_UCS_AMV-19;2025-02;temperatura;;;
sirrosteste_UCS_AMV-19;2025-02;umidade;;;
sirrosteste_UCS_AMV-20;2025-02;eco2;;;
sirrosteste_UCS_AMV-20;2025-02;etvoc;;;
sirrosteste_UCS_AMV-20;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-20;2025-02;ruido;;;
sirrosteste_UCS_AMV-20;2025-02;temperatura;;;
sirrosteste_UCS_AMV-20;2025-02;umidade;;;
sirrosteste_UCS_AMV-21;2025-02;eco2;;;
sirrosteste_UCS_AMV-21;2025-02;etvoc;;;
sirrosteste_UCS_AMV-21;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-21;2025-02;ruido;;;
sirrosteste_UCS_AMV-21;2025-02;temperatura;;;
sirrosteste_UCS_AMV-21;2025-02;umidade;;;
sirrosteste_UCS_AMV-22;2025-02;eco2;;;
sirrosteste_UCS_AMV-22;2025-02;etvoc;;;
sirrosteste_UCS_AMV-22;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-22;2025-02;ruido;;;
sirrosteste_UCS_AMV-22;2025-02;temperatura;;;
sirrosteste_UCS_AMV-22;2025-02;umidade;;;
sirrosteste_UCS_AMV-23;2025-02;eco2;;;
sirrosteste_UCS_AMV-23;2025-02;etvoc;;;
sirrosteste_UCS_AMV-23;2025-02;luminosidade;;;
sirrosteste_UCS_AMV-23;2025-02;ruido;;;
sirrosteste_UCS_AMV-23;2025-02;temperatura;;;
sirrosteste_UCS_AMV-23;2025-02;umidade;;;
Bento - Igreja Cristo Rei (15);2025-03;eco2;;;
Bento - Igreja Cristo Rei (15);2025-03;etvoc;;;
Bento - Igreja Cristo Rei (15);2025-03;luminosidade;;;
Bento - Igreja Cristo Rei (15);2025-03;ruido;;;
Bento - Igreja Cristo Rei (15);2025-03;temperatura;;;
Bento - Igreja Cristo Rei (15);2025-03;umidade;;;
Bento - Igreja São Bento (18);2025-03;eco2;;;
Bento - Igreja São Bento (18);2025-03;etvoc;;;
Bento - Igreja São Bento (18);2025-03;luminosidade;;;
Bento - Igreja São Bento (18);2025-03;ruido;;;
Bento - Igreja São Bento (18);2025-03;temperatura;;;
Bento - Igreja São Bento (18);2025-03;umidade;;;
Bento - UPA Zona Sul (08);2025-03;eco2;;;
Bento - UPA Zona Sul (08);2025-03;etvoc;;;
Bento - UPA Zona Sul (08);2025-03;luminosidade;;;
Bento - UPA Zona Sul (08);2025-03;ruido;;;
Bento - UPA Zona Sul (08);2025-03;temperatura;;;
Bento - UPA Zona Sul (08);2025-03;umidade;;;
Canela - CIT (12);2025-03;eco2;;;
Canela - CIT (12);2025-03;etvoc;;;
Canela - CIT (12);2025-03;luminosidade;;;
Canela - CIT (12);2025-03;ruido;;;
Canela - CIT (12);2025-03;temperatura;;;
Canela - CIT (12);2025-03;umidade;;;
Canela - Distrito Industrial (14);2025-03;eco2;;;
Canela - Distrito Industrial (14);2025-03;etvoc;;;
Canela - Distrito Industrial (14);2025-03;luminosidade;;;
Canela - Distrito Industrial (14);2025-03;ruido;;;
Canela - Distrito Industrial (14);2025-03;temperatura;;;
Canela - Distrito Industrial (14);2025-03;umidade;;;
Caxias - Praça Dante (06);2025-03;eco2;;;
Caxias - Praça Dante (06);2025-03;etvoc;;;
Caxias - Praça Dante (06);2025-03;luminosidade;;;
Caxias - Praça Dante (06);2025-03;ruido;;;
Caxias - Praça Dante (06);2025-03;temperatura;;;
Caxias - Praça Dante (06);2025-03;umidade;;;
Caxias - UBS São José (05);2025-03;eco2;;;
Caxias - UBS São José (05);2025-03;etvoc;;;
Caxias - UBS São José (05);2025-03;luminosidade;;;
Caxias - UBS São José (05);2025-03;ruido;;;
Caxias - UBS São José (05);2025-03;temperatura;;;
Caxias - UBS São José (05);2025-03;umidade;;;
Gramado - Prefeitura (22);2025-03;eco2;;;
Gramado - Prefeitura (22);2025-03;etvoc;;;
Gramado - Prefeitura (22);2025-03;luminosidade;;;
Gramado - Prefeitura (22);2025-03;ruido;;;
Gramado - Prefeitura (22);2025-03;temperatura;;;
Gramado - Prefeitura (22);2025-03;umidade;;;
Sao Chico - Antiga Seplan (16);2025-03;eco2;;;
Sao Chico - Antiga Seplan (16);2025-03;etvoc;;;
Sao Chico - Antiga Seplan (16);2025-03;luminosidade;;;
Sao Chico - Antiga Seplan (16);2025-03;ruido;;;
Sao Chico - Antiga Seplan (16);2025-03;temperatura;;;
Sao Chico - Antiga Seplan (16);2025-03;umidade;;;
São Chico - Biblioteca Pública (20);2025-03;eco2;;;
São Chico - Biblioteca Pública (20);2025-03;etvoc;;;
São Chico - Biblioteca Pública (20);2025-03;luminosidade;;;
São Chico - Biblioteca Pública (20);2025-03;ruido;;;
São Chico - Biblioteca Pública (20);2025-03;temperatura;;;
São Chico - Biblioteca Pública (20);2025-03;umidade;;;
São Chico - Escola (21);2025-03;eco2;;;
São Chico - Escola (21);2025-03;etvoc;;;
São Chico - Escola (21);2025-03;luminosidade;;;
São Chico - Escola (21);2025-03;ruido;;;
São Chico - Escola (21);2025-03;temperatura;;;
São Chico - Escola (21);2025-03;umidade;;;
sirrosteste_UCS_AMV-01;2025-03;eco2;;;
sirrosteste_UCS_AMV-01;2025-03;etvoc;;;
sirrosteste_UCS_AMV-01;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-01;2025-03;ruido;;;
sirrosteste_UCS_AMV-01;2025-03;temperatura;;;
sirrosteste_UCS_AMV-01;2025-03;umidade;;;
sirrosteste_UCS_AMV-04;2025-03;eco2;1187.0;178.326;0.0
sirrosteste_UCS_AMV-04;2025-03;etvoc;2219.0;1034.177;400.0
sirrosteste_UCS_AMV-04;2025-03;luminosidade;2196.7;1.773;0.0
sirrosteste_UCS_AMV-04;2025-03;ruido;120.0;77.091;40.6
sirrosteste_UCS_AMV-04;2025-03;temperatura;32.1;23.914;21.1
sirrosteste_UCS_AMV-04;2025-03;umidade;74.4;65.155;32.7
sirrosteste_UCS_AMV-05;2025-03;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-05;2025-03;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-05;2025-03;luminosidade;5383.2;869.421;0.0
sirrosteste_UCS_AMV-05;2025-03;ruido;102.0;70.511;43.2
sirrosteste_UCS_AMV-05;2025-03;temperatura;40.4;25.107;14.0
sirrosteste_UCS_AMV-05;2025-03;umidade;94.3;65.506;32.2
sirrosteste_UCS_AMV-06;2025-03;eco2;;;
sirrosteste_UCS_AMV-06;2025-03;etvoc;;;
sirrosteste_UCS_AMV-06;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-06;2025-03;ruido;;;
sirrosteste_UCS_AMV-06;2025-03;temperatura;;;
sirrosteste_UCS_AMV-06;2025-03;umidade;;;
sirrosteste_UCS_AMV-07;2025-03;eco2;0.0;0.0;0.0
sirrosteste_UCS_AMV-07;2025-03;etvoc;405.0;401.0;400.0
sirrosteste_UCS_AMV-07;2025-03;luminosidade;38.4;35.358;31.7
sirrosteste_UCS_AMV-07;2025-03;ruido;81.2;75.108;69.6
sirrosteste_UCS_AMV-07;2025-03;temperatura;26.1;26.025;25.9
sirrosteste_UCS_AMV-07;2025-03;umidade;44.4;42.45;40.1
sirrosteste_UCS_AMV-08;2025-03;eco2;;;
sirrosteste_UCS_AMV-08;2025-03;etvoc;;;
sirrosteste_UCS_AMV-08;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-08;2025-03;ruido;;;
sirrosteste_UCS_AMV-08;2025-03;temperatura;;;
sirrosteste_UCS_AMV-08;2025-03;umidade;;;
sirrosteste_UCS_AMV-09;2025-03;eco2;;;
sirrosteste_UCS_AMV-09;2025-03;etvoc;;;
sirrosteste_UCS_AMV-09;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-09;2025-03;ruido;;;
sirrosteste_UCS_AMV-09;2025-03;temperatura;;;
sirrosteste_UCS_AMV-09;2025-03;umidade;;;
sirrosteste_UCS_AMV-10;2025-03;eco2;202.0;6.612;0.0
sirrosteste_UCS_AMV-10;2025-03;etvoc;1544.0;447.053;400.0
sirrosteste_UCS_AMV-10;2025-03;luminosidade;148.7;29.764;0.0
sirrosteste_UCS_AMV-10;2025-03;ruido;108.1;71.905;43.6
sirrosteste_UCS_AMV-10;2025-03;temperatura;35.2;24.685;16.0
sirrosteste_UCS_AMV-10;2025-03;umidade;93.6;65.175;35.7
sirrosteste_UCS_AMV-11;2025-03;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-11;2025-03;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-11;2025-03;luminosidade;7924.6;955.92;0.0
sirrosteste_UCS_AMV-11;2025-03;ruido;120.0;72.493;44.1
sirrosteste_UCS_AMV-11;2025-03;temperatura;22.9;17.783;16.8
sirrosteste_UCS_AMV-11;2025-03;umidade;99.9;79.667;75.5
sirrosteste_UCS_AMV-12;2025-03;eco2;;;
sirrosteste_UCS_AMV-12;2025-03;etvoc;;;
sirrosteste_UCS_AMV-12;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-12;2025-03;ruido;;;
sirrosteste_UCS_AMV-12;2025-03;temperatura;;;
sirrosteste_UCS_AMV-12;2025-03;umidade;;;
sirrosteste_UCS_AMV-13;2025-03;eco2;69.0;12.044;0.0
sirrosteste_UCS_AMV-13;2025-03;etvoc;862.0;401.977;400.0
sirrosteste_UCS_AMV-13;2025-03;luminosidade;6162.3;330.696;0.0
sirrosteste_UCS_AMV-13;2025-03;ruido;120.0;80.24;47.5
sirrosteste_UCS_AMV-13;2025-03;temperatura;28.2;21.738;14.8
sirrosteste_UCS_AMV-13;2025-03;umidade;88.1;67.939;38.4
sirrosteste_UCS_AMV-14;2025-03;eco2;;;
sirrosteste_UCS_AMV-14;2025-03;etvoc;;;
sirrosteste_UCS_AMV-14;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-14;2025-03;ruido;;;
sirrosteste_UCS_AMV-14;2025-03;temperatura;;;
sirrosteste_UCS_AMV-14;2025-03;umidade;;;
sirrosteste_UCS_AMV-15;2025-03;eco2;;;
sirrosteste_UCS_AMV-15;2025-03;etvoc;;;
sirrosteste_UCS_AMV-15;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-15;2025-03;ruido;;;
sirrosteste_UCS_AMV-15;2025-03;temperatura;;;
sirrosteste_UCS_AMV-15;2025-03;umidade;;;
sirrosteste_UCS_AMV-16;2025-03;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-16;2025-03;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-16;2025-03;luminosidade;27306.2;1050.837;0.0
sirrosteste_UCS_AMV-16;2025-03;ruido;105.0;75.536;49.6
sirrosteste_UCS_AMV-16;2025-03;temperatura;41.4;21.768;11.4
sirrosteste_UCS_AMV-16;2025-03;umidade;100.0;82.186;31.8
sirrosteste_UCS_AMV-17;2025-03;eco2;1183.0;129.36;0.0
sirrosteste_UCS_AMV-17;2025-03;etvoc;2217.0;970.808;400.0
sirrosteste_UCS_AMV-17;2025-03;luminosidade;139.8;26.454;0.0
sirrosteste_UCS_AMV-17;2025-03;ruido;103.6;78.385;51.2
sirrosteste_UCS_AMV-17;2025-03;temperatura;24.6;18.9;14.3
sirrosteste_UCS_AMV-17;2025-03;umidade;92.1;77.479;44.1
sirrosteste_UCS_AMV-18;2025-03;eco2;;;
sirrosteste_UCS_AMV-18;2025-03;etvoc;;;
sirrosteste_UCS_AMV-18;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-18;2025-03;ruido;;;
sirrosteste_UCS_AMV-18;2025-03;temperatura;;;
sirrosteste_UCS_AMV-18;2025-03;umidade;;;
sirrosteste_UCS_AMV-19;2025-03;eco2;;;
sirrosteste_UCS_AMV-19;2025-03;etvoc;;;
sirrosteste_UCS_AMV-19;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-19;2025-03;ruido;;;
sirrosteste_UCS_AMV-19;2025-03;temperatura;;;
sirrosteste_UCS_AMV-19;2025-03;umidade;;;
sirrosteste_UCS_AMV-20;2025-03;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-20;2025-03;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-20;2025-03;luminosidade;1872.3;143.469;2.3
sirrosteste_UCS_AMV-20;2025-03;ruido;110.9;84.108;72.3
sirrosteste_UCS_AMV-20;2025-03;temperatura;25.6;18.395;16.9
sirrosteste_UCS_AMV-20;2025-03;umidade;85.7;81.408;59.5
sirrosteste_UCS_AMV-21;2025-03;eco2;;;
sirrosteste_UCS_AMV-21;2025-03;etvoc;;;
sirrosteste_UCS_AMV-21;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-21;2025-03;ruido;;;
sirrosteste_UCS_AMV-21;2025-03;temperatura;;;
sirrosteste_UCS_AMV-21;2025-03;umidade;;;
sirrosteste_UCS_AMV-22;2025-03;eco2;;;
sirrosteste_UCS_AMV-22;2025-03;etvoc;;;
sirrosteste_UCS_AMV-22;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-22;2025-03;ruido;;;
sirrosteste_UCS_AMV-22;2025-03;temperatura;;;
sirrosteste_UCS_AMV-22;2025-03;umidade;;;
sirrosteste_UCS_AMV-23;2025-03;eco2;;;
sirrosteste_UCS_AMV-23;2025-03;etvoc;;;
sirrosteste_UCS_AMV-23;2025-03;luminosidade;;;
sirrosteste_UCS_AMV-23;2025-03;ruido;;;
sirrosteste_UCS_AMV-23;2025-03;temperatura;;;
sirrosteste_UCS_AMV-23;2025-03;umidade;;;
Bento - Igreja Cristo Rei (15);2025-04;eco2;;;
Bento - Igreja Cristo Rei (15);2025-04;etvoc;;;
Bento - Igreja Cristo Rei (15);2025-04;luminosidade;;;
Bento - Igreja Cristo Rei (15);2025-04;ruido;;;
Bento - Igreja Cristo Rei (15);2025-04;temperatura;;;
Bento - Igreja Cristo Rei (15);2025-04;umidade;;;
Bento - Igreja São Bento (18);2025-04;eco2;;;
Bento - Igreja São Bento (18);2025-04;etvoc;;;
Bento - Igreja São Bento (18);2025-04;luminosidade;;;
Bento - Igreja São Bento (18);2025-04;ruido;;;
Bento - Igreja São Bento (18);2025-04;temperatura;;;
Bento - Igreja São Bento (18);2025-04;umidade;;;
Bento - UPA Zona Sul (08);2025-04;eco2;;;
Bento - UPA Zona Sul (08);2025-04;etvoc;;;
Bento - UPA Zona Sul (08);2025-04;luminosidade;;;
Bento - UPA Zona Sul (08);2025-04;ruido;;;
Bento - UPA Zona Sul (08);2025-04;temperatura;;;
Bento - UPA Zona Sul (08);2025-04;umidade;;;
Canela - CIT (12);2025-04;eco2;;;
Canela - CIT (12);2025-04;etvoc;;;
Canela - CIT (12);2025-04;luminosidade;;;
Canela - CIT (12);2025-04;ruido;;;
Canela - CIT (12);2025-04;temperatura;;;
Canela - CIT (12);2025-04;umidade;;;
Canela - Distrito Industrial (14);2025-04;eco2;;;
Canela - Distrito Industrial (14);2025-04;etvoc;;;
Canela - Distrito Industrial (14);2025-04;luminosidade;;;
Canela - Distrito Industrial (14);2025-04;ruido;;;
Canela - Distrito Industrial (14);2025-04;temperatura;;;
Canela - Distrito Industrial (14);2025-04;umidade;;;
Caxias - Praça Dante (06);2025-04;eco2;;;
Caxias - Praça Dante (06);2025-04;etvoc;;;
Caxias - Praça Dante (06);2025-04;luminosidade;;;
Caxias - Praça Dante (06);2025-04;ruido;;;
Caxias - Praça Dante (06);2025-04;temperatura;;;
Caxias - Praça Dante (06);2025-04;umidade;;;
Caxias - UBS São José (05);2025-04;eco2;;;
Caxias - UBS São José (05);2025-04;etvoc;;;
Caxias - UBS São José (05);2025-04;luminosidade;;;
Caxias - UBS São José (05);2025-04;ruido;;;
Caxias - UBS São José (05);2025-04;temperatura;;;
Caxias - UBS São José (05);2025-04;umidade;;;
Gramado - Prefeitura (22);2025-04;eco2;;;
Gramado - Prefeitura (22);2025-04;etvoc;;;
Gramado - Prefeitura (22);2025-04;luminosidade;;;
Gramado - Prefeitura (22);2025-04;ruido;;;
Gramado - Prefeitura (22);2025-04;temperatura;;;
Gramado - Prefeitura (22);2025-04;umidade;;;
Sao Chico - Antiga Seplan (16);2025-04;eco2;;;
Sao Chico - Antiga Seplan (16);2025-04;etvoc;;;
Sao Chico - Antiga Seplan (16);2025-04;luminosidade;;;
Sao Chico - Antiga Seplan (16);2025-04;ruido;;;
Sao Chico - Antiga Seplan (16);2025-04;temperatura;;;
Sao Chico - Antiga Seplan (16);2025-04;umidade;;;
São Chico - Biblioteca Pública (20);2025-04;eco2;;;
São Chico - Biblioteca Pública (20);2025-04;etvoc;;;
São Chico - Biblioteca Pública (20);2025-04;luminosidade;;;
São Chico - Biblioteca Pública (20);2025-04;ruido;;;
São Chico - Biblioteca Pública (20);2025-04;temperatura;;;
São Chico - Biblioteca Pública (20);2025-04;umidade;;;
São Chico - Escola (21);2025-04;eco2;;;
São Chico - Escola (21);2025-04;etvoc;;;
São Chico - Escola (21);2025-04;luminosidade;;;
São Chico - Escola (21);2025-04;ruido;;;
São Chico - Escola (21);2025-04;temperatura;;;
São Chico - Escola (21);2025-04;umidade;;;
sirrosteste_UCS_AMV-01;2025-04;eco2;;;
sirrosteste_UCS_AMV-01;2025-04;etvoc;;;
sirrosteste_UCS_AMV-01;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-01;2025-04;ruido;;;
sirrosteste_UCS_AMV-01;2025-04;temperatura;;;
sirrosteste_UCS_AMV-01;2025-04;umidade;;;
sirrosteste_UCS_AMV-04;2025-04;eco2;;;
sirrosteste_UCS_AMV-04;2025-04;etvoc;;;
sirrosteste_UCS_AMV-04;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-04;2025-04;ruido;;;
sirrosteste_UCS_AMV-04;2025-04;temperatura;;;
sirrosteste_UCS_AMV-04;2025-04;umidade;;;
sirrosteste_UCS_AMV-05;2025-04;eco2;;;
sirrosteste_UCS_AMV-05;2025-04;etvoc;;;
sirrosteste_UCS_AMV-05;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-05;2025-04;ruido;;;
sirrosteste_UCS_AMV-05;2025-04;temperatura;;;
sirrosteste_UCS_AMV-05;2025-04;umidade;;;
sirrosteste_UCS_AMV-06;2025-04;eco2;;;
sirrosteste_UCS_AMV-06;2025-04;etvoc;;;
sirrosteste_UCS_AMV-06;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-06;2025-04;ruido;;;
sirrosteste_UCS_AMV-06;2025-04;temperatura;;;
sirrosteste_UCS_AMV-06;2025-04;umidade;;;
sirrosteste_UCS_AMV-07;2025-04;eco2;;;
sirrosteste_UCS_AMV-07;2025-04;etvoc;;;
sirrosteste_UCS_AMV-07;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-07;2025-04;ruido;;;
sirrosteste_UCS_AMV-07;2025-04;temperatura;;;
sirrosteste_UCS_AMV-07;2025-04;umidade;;;
sirrosteste_UCS_AMV-08;2025-04;eco2;;;
sirrosteste_UCS_AMV-08;2025-04;etvoc;;;
sirrosteste_UCS_AMV-08;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-08;2025-04;ruido;;;
sirrosteste_UCS_AMV-08;2025-04;temperatura;;;
sirrosteste_UCS_AMV-08;2025-04;umidade;;;
sirrosteste_UCS_AMV-09;2025-04;eco2;;;
sirrosteste_UCS_AMV-09;2025-04;etvoc;;;
sirrosteste_UCS_AMV-09;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-09;2025-04;ruido;;;
sirrosteste_UCS_AMV-09;2025-04;temperatura;;;
sirrosteste_UCS_AMV-09;2025-04;umidade;;;
sirrosteste_UCS_AMV-10;2025-04;eco2;;;
sirrosteste_UCS_AMV-10;2025-04;etvoc;;;
sirrosteste_UCS_AMV-10;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-10;2025-04;ruido;;;
sirrosteste_UCS_AMV-10;2025-04;temperatura;;;
sirrosteste_UCS_AMV-10;2025-04;umidade;;;
sirrosteste_UCS_AMV-11;2025-04;eco2;;;
sirrosteste_UCS_AMV-11;2025-04;etvoc;;;
sirrosteste_UCS_AMV-11;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-11;2025-04;ruido;;;
sirrosteste_UCS_AMV-11;2025-04;temperatura;;;
sirrosteste_UCS_AMV-11;2025-04;umidade;;;
sirrosteste_UCS_AMV-12;2025-04;eco2;;;
sirrosteste_UCS_AMV-12;2025-04;etvoc;;;
sirrosteste_UCS_AMV-12;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-12;2025-04;ruido;;;
sirrosteste_UCS_AMV-12;2025-04;temperatura;;;
sirrosteste_UCS_AMV-12;2025-04;umidade;;;
sirrosteste_UCS_AMV-13;2025-04;eco2;0.0;0.0;0.0
sirrosteste_UCS_AMV-13;2025-04;etvoc;400.0;400.0;400.0
sirrosteste_UCS_AMV-13;2025-04;luminosidade;1585.4;152.4;0.0
sirrosteste_UCS_AMV-13;2025-04;ruido;109.2;78.046;50.6
sirrosteste_UCS_AMV-13;2025-04;temperatura;27.7;21.47;19.1
sirrosteste_UCS_AMV-13;2025-04;umidade;89.0;81.291;61.4
sirrosteste_UCS_AMV-14;2025-04;eco2;;;
sirrosteste_UCS_AMV-14;2025-04;etvoc;;;
sirrosteste_UCS_AMV-14;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-14;2025-04;ruido;;;
sirrosteste_UCS_AMV-14;2025-04;temperatura;;;
sirrosteste_UCS_AMV-14;2025-04;umidade;;;
sirrosteste_UCS_AMV-15;2025-04;eco2;;;
sirrosteste_UCS_AMV-15;2025-04;etvoc;;;
sirrosteste_UCS_AMV-15;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-15;2025-04;ruido;;;
sirrosteste_UCS_AMV-15;2025-04;temperatura;;;
sirrosteste_UCS_AMV-15;2025-04;umidade;;;
sirrosteste_UCS_AMV-16;2025-04;eco2;20.0;20.0;20.0
sirrosteste_UCS_AMV-16;2025-04;etvoc;403.0;403.0;403.0
sirrosteste_UCS_AMV-16;2025-04;luminosidade;8770.0;871.759;0.0
sirrosteste_UCS_AMV-16;2025-04;ruido;106.2;76.609;49.1
sirrosteste_UCS_AMV-16;2025-04;temperatura;29.0;19.682;17.4
sirrosteste_UCS_AMV-16;2025-04;umidade;99.9;94.895;61.0
sirrosteste_UCS_AMV-17;2025-04;eco2;;;
sirrosteste_UCS_AMV-17;2025-04;etvoc;;;
sirrosteste_UCS_AMV-17;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-17;2025-04;ruido;;;
sirrosteste_UCS_AMV-17;2025-04;temperatura;;;
sirrosteste_UCS_AMV-17;2025-04;umidade;;;
sirrosteste_UCS_AMV-18;2025-04;eco2;;;
